,name,price,date,location,details
0,The Unofficial Guide to Mexico's Best Beach Resort,$5,Mar 12,(google map),"condition: pre-owned
Format: Paperback
Language: English
Publication Year: 2007
Detailed information on the best sight-seeing and nightlife Expert guidance on selecting tours and packages The need-to-knows of traveling to Mexico, including booking airfare, required documents, insurance, and medical concerns Crash courses in how Mexican hotels, restaurants, and other institutions operate, including elementary Spanish words and phrases that will come in handy Insider advice on how, when and where

cash and carry. NO delivery or returns"
